NCT Number,Study Results,Sex,Age,Study Type
NCT00417612,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00393848,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00549848,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02690948,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00867048,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01195948,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02124512,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00343512,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00074412,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01131312,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01876212,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00731055,YES,ALL,ADULT,INTERVENTIONAL
NCT00290251,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00057551,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02134951,YES,ALL,ADULT,INTERVENTIONAL
NCT00405912,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00123955,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00811655,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00097448,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02998151,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00377312,YES,ALL,ADULT,INTERVENTIONAL
NCT01962948,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01859312,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00002651,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00946712,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03297112,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01811212,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02134912,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02526212,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01981551,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00911612,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00979212,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01445548,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02359851,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00923351,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00001151,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00431951,YES,ALL,ADULT,INTERVENTIONAL
NCT00863512,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01267812,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00230048,YES,FEMALE,ADULT,INTERVENTIONAL
NCT04476251,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03446651,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01642251,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01400412,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03440112,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01231412,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03002012,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00182689,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00186888,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00943488,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00780338,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00003389,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01553188,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02733588,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01426438,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00008138,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01526538,YES,ALL,ADULT,INTERVENTIONAL
NCT00187889,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02020889,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03061188,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00299988,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01800838,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01299038,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04502589,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01727089,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00006289,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00254488,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01122238,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00036738,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00080938,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01261338,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00069238,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03029988,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00121238,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03091738,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05225389,YES,MALE,ADULT,INTERVENTIONAL
NCT02788188,YES,ALL,ADULT,INTERVENTIONAL
NCT01041638,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00398138,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01494038,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00306488,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00666588,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00376688,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02911688,YES,ALL,ADULT,INTERVENTIONAL
NCT00004888,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04425538,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04081389,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00407888,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03049488,YES,ALL,ADULT,INTERVENTIONAL
NCT01206465,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00267865,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00473265,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00795665,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00445588,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00068588,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00896038,YES,ALL,ADULT,INTERVENTIONAL
NCT01022138,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03078192,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00488592,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00946192,YES,FEMALE,"CHILD, ADULT",INTERVENTIONAL
NCT03058692,YES,ALL,ADULT,INTERVENTIONAL
NCT03402230,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00979121,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00434421,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01133821,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00330421,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01316692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03648892,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00119392,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00253630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04251221,YES,ALL,ADULT,INTERVENTIONAL
NCT02887521,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00513292,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00368992,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01443130,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00846521,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01036321,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00706121,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00749892,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04188730,YES,ALL,ADULT,INTERVENTIONAL
NCT01684930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01287221,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00706992,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03832192,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01402492,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00383630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01057121,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01665092,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02706392,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00963430,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00039130,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00693992,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02884492,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00930930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00262730,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00227721,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00071721,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01704521,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03469492,YES,ALL,ADULT,INTERVENTIONAL
NCT00003830,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00134030,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00262821,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00567892,YES,ALL,ADULT,INTERVENTIONAL
NCT01330030,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118430,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02315430,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02522325,YES,ALL,ADULT,INTERVENTIONAL
NCT02315625,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03197025,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01490892,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00068692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01262092,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00004092,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01631630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02160730,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02203630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01778530,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01188421,YES,ALL,ADULT,INTERVENTIONAL
NCT00140231,YES,ALL,ADULT,INTERVENTIONAL
NCT00731731,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00041392,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00114530,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01307930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00329030,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00387621,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00867321,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00405821,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00684021,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00176631,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01338792,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00985192,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01111292,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03243630,YES,ALL,ADULT,INTERVENTIONAL
NCT00710021,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00853021,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00096031,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01788631,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01173692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02394730,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00049530,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00459121,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01077921,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03928821,YES,ALL,ADULT,INTERVENTIONAL
NCT01359592,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00183092,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02893930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00037830,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00397930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00492921,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04209621,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01922921,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02556931,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00149630,YES,ALL,ADULT,INTERVENTIONAL
NCT00391430,YES,ALL,ADULT,INTERVENTIONAL
NCT00466921,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00604721,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02913131,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02185131,YES,ALL,ADULT,INTERVENTIONAL
NCT02941692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00270231,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00000392,YES,ALL,ADULT,INTERVENTIONAL
NCT00856492,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00520130,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00792142,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00449865,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00991289,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00818389,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00003042,YES,ALL,ADULT,INTERVENTIONAL
NCT00567242,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00616642,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00971789,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00287989,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00577889,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00002842,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01807065,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02888665,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01911065,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00352365,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02620865,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00387465,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02087865,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02371889,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00702689,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00072189,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01573442,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00103142,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02008565,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00096265,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01405742,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01441765,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00074165,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03181789,YES,ALL,ADULT,INTERVENTIONAL
NCT01282242,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01176565,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02203565,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02015065,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00578565,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118365,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03212989,YES,ALL,ADULT,INTERVENTIONAL
NCT02592421,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04935931,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01838642,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00806442,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00476242,YES,ALL,ADULT,INTERVENTIONAL
NCT01096342,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01540565,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00098865,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00023712,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00619112,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02475655,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02024555,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00266825,YES,FEMALE,"CHILD, ADULT",INTERVENTIONAL
NCT00398112,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01838655,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00814255,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00443755,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00238355,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02393755,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02431325,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00283712,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01273155,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00450255,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00416455,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03945825,YES,ALL,ADULT,INTERVENTIONAL
NCT03488225,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00396812,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02118012,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01421355,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01248455,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00044655,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00853125,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02487225,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01392625,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02297412,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02349412,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00012012,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02251912,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04116112,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03518112,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00497055,YES,ALL,ADULT,INTERVENTIONAL
NCT00490555,YES,MALE,ADULT,INTERVENTIONAL
NCT00896025,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01393392,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01215292,YES,MALE,ADULT,INTERVENTIONAL
NCT02846792,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02395692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04715230,YES,ALL,ADULT,INTERVENTIONAL
NCT01085630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03690921,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02462421,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01143792,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00446992,YES,ALL,ADULT,INTERVENTIONAL
NCT00118092,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00656630,YES,ALL,ADULT,INTERVENTIONAL
NCT03783130,YES,ALL,ADULT,INTERVENTIONAL
NCT03070730,YES,ALL,ADULT,INTERVENTIONAL
NCT01454830,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00349921,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01672892,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01798992,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00982592,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00030992,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01041521,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02320292,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00814892,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00902330,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01736930,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00729430,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02918292,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00297492,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00045630,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02603887,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00131885,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00352885,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01495585,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02732587,YES,ALL,ADULT,INTERVENTIONAL
NCT01182285,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00057785,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01802385,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00809185,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00233987,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01712685,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01496131,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03699631,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01771731,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03292731,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01468831,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00492531,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01028131,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00018031,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04504331,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03702231,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01631331,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00356031,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00342355,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01859325,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00602225,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00064792,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00390325,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00262925,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02644525,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00055692,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01556425,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00194792,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02504892,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01267266,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01372748,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00387348,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
